*****RestoreLuaState
**Restoring ref list
Reading key:TASK_FormationFleeState, resolveRef:0
Resolving key:[5] value:table
Resolving key:[6] value:table
Resolving key:[7] value:table
Resolving key:[8] value:table
Resolving key:[9] value:table
Resolving key:[10] value:table
Resolving key:[11] value:table
Resolving key:[12] value:table
Resolving key:[13] value:table
Resolving key:[14] value:table
Resolving key:[15] value:table
Resolving key:[16] value:table
Resolving key:[17] value:table
Resolving key:[18] value:table
Resolving key:[19] value:table
**Resolving table ref 1956
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
Resolving key:[4] value:table
Resolving key:[5] value:table
Resolving key:[6] value:table
Resolving key:[7] value:table
Resolving key:[8] value:table
Resolving key:[9] value:table
Resolving key:[10] value:table
Resolving key:[11] value:table
Resolving key:[12] value:table
Resolving key:[13] value:table
Resolving key:[14] value:table
Resolving key:[15] value:table
Resolving key:[16] value:table
Resolving key:[17] value:table
Resolving key:[18] value:table
Resolving key:[19] value:table
Resolving key:[20] value:table
Resolving key:[21] value:table
Resolving key:[22] value:table
Resolving key:[23] value:table
Resolving key:[24] value:table
Resolving key:[25] value:table
Resolving key:[26] value:table
Resolving key:[27] value:table
Resolving key:[28] value:table
Resolving key:[29] value:table
Resolving key:[30] value:table
**Resolving table ref 1957
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
Resolving key:[4] value:table
Resolving key:[5] value:table
Resolving key:[6] value:table
Resolving key:[7] value:table
Resolving key:[8] value:table
Resolving key:[9] value:table
Resolving key:[10] value:table
Resolving key:[11] value:table
Resolving key:[12] value:table
Resolving key:[13] value:table
Resolving key:[14] value:table
Resolving key:[15] value:table
Resolving key:[16] value:table
**Resolving table ref 1958
**Resolving table ref 1959
Resolving key:[1] value:table
**Resolving table ref 1960
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
Resolving key:[4] value:table
Resolving key:[5] value:table
Resolving key:[6] value:table
Resolving key:[7] value:table
Resolving key:[8] value:table
Resolving key:[9] value:table
Resolving key:[10] value:table
Resolving key:[11] value:table
Resolving key:[12] value:table
Resolving key:[13] value:table
Resolving key:[14] value:table
Resolving key:[15] value:table
Resolving key:[16] value:table
Resolving key:[17] value:table
Resolving key:[18] value:table
Resolving key:[19] value:table
Resolving key:[20] value:table
**Resolving table ref 1961
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
Resolving key:[4] value:table
Resolving key:[5] value:table
Resolving key:[6] value:table
Resolving key:[7] value:table
Resolving key:[8] value:table
Resolving key:[9] value:table
Resolving key:[10] value:table
Resolving key:[11] value:table
Resolving key:[12] value:table
Resolving key:[13] value:table
Resolving key:[14] value:table
Resolving key:[15] value:table
Resolving key:[16] value:table
Resolving key:[17] value:table
Resolving key:[18] value:table
Resolving key:[19] value:table
Resolving key:[20] value:table
Resolving key:[21] value:table
Resolving key:[22] value:table
Resolving key:[23] value:table
Resolving key:[24] value:table
Resolving key:[25] value:table
Resolving key:[26] value:table
Resolving key:[27] value:table
Resolving key:[28] value:table
Resolving key:[29] value:table
Resolving key:[30] value:table
Resolving key:[31] value:table
**Resolving table ref 1962
Resolving key:[1] value:table
Resolving key:[2] value:table
**Resolving table ref 1963
Resolving key:SGroupID value:[191]
**Resolving table ref 1964
**Resolving table ref 1965
Resolving key:monitorRuleID value:[97]
Resolving key:encounterID value:table
**Resolving table ref 1966
Resolving key:[1] value:table
**Resolving table ref 1967
**Resolving table ref 1968
**Resolving table ref 1969
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
**Resolving table ref 1970
**Resolving table ref 1971
Resolving key:monitorRuleID value:[99]
Resolving key:encounterID value:table
**Resolving table ref 1972
**Resolving table ref 1973
**Resolving table ref 1974
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
**Resolving table ref 1975
**Resolving table ref 1976
Resolving key:monitorRuleID value:[101]
Resolving key:encounterID value:table
**Resolving table ref 1977
**Resolving table ref 1978
**Resolving table ref 1979
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
**Resolving table ref 1980
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
Resolving key:[4] value:table
**Resolving table ref 1981
Resolving key:monitorRuleID value:[103]
Resolving key:encounterID value:table
**Resolving table ref 1982
Resolving key:position value:table
Resolving key:useCustomDirection value:[false]
Resolving key:marker value:table
Resolving key:leashRange value:[60]
Resolving key:combatRange value:[40]
Resolving key:visited value:[true]
Resolving key:direction value:table
**Resolving table ref 1983
Resolving key:z value:[139.044769]
Resolving key:x value:[42.987591]
Resolving key:y value:[8.849497]
**Resolving table ref 1984
**Resolving table ref 1985
**Resolving table ref 1986
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
**Resolving table ref 1987
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
Resolving key:[4] value:table
**Resolving table ref 1988
Resolving key:monitorRuleID value:[105]
Resolving key:encounterID value:table
**Resolving table ref 1989
Resolving key:position value:table
Resolving key:useCustomDirection value:[false]
Resolving key:marker value:table
Resolving key:leashRange value:[60]
Resolving key:combatRange value:[40]
Resolving key:visited value:[true]
Resolving key:direction value:table
**Resolving table ref 1990
Resolving key:z value:[-16.067575]
Resolving key:x value:[-2.551414]
Resolving key:y value:[8.823015]
**Resolving table ref 1991
**Resolving table ref 1993
**Resolving table ref 1994
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
Resolving key:[4] value:table
Resolving key:[5] value:table
**Resolving table ref 1995
**Resolving table ref 1996
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
Resolving key:[4] value:table
Resolving key:[5] value:table
Resolving key:[6] value:table
**Resolving table ref 1997
Resolving key:position value:table
Resolving key:useCustomDirection value:[false]
Resolving key:marker value:table
Resolving key:leashRange value:[45]
Resolving key:combatRange value:[35]
Resolving key:visited value:[true]
Resolving key:direction value:table
**Resolving table ref 1998
Resolving key:monitorRuleID value:[107]
Resolving key:encounterID value:table
**Resolving table ref 1999
Resolving key:z value:[-218.234421]
Resolving key:x value:[211.233795]
Resolving key:y value:[25.631197]
**Resolving table ref 2000
**Resolving table ref 2001
Resolving key:[1] value:table
Resolving key:[2] value:table
Resolving key:[3] value:table
Resolving key:[4] value:table
Resolving key:[5] value:table
**Resolving table ref 2002
**Resolving table ref 2003
Resolving key:monitorRuleID value:[109]
Resolving key:encounterID value:table
**Resolving table ref 2004
Resolving key:z value:[-227.493317]
Resolving key:x value:[240.612961]
Resolving key:y value:[26.637472]
**Resolving table ref 2006
**Resolving table ref 2007
Resolving key:available_at value:[-1]
Resolving key:spawnLocation value:table
Resolving key:type value:stable
Resolving key:entity_id value:table
**Resolving table ref 2008
Resolving key:available_at value:[-1]
Resolving key:spawnLocation value:table
Resolving key:type value:town_center
Resolving key:entity_id value:table
**Resolving table ref 2009
Resolving key:available_at value:[1039.500000]
Resolving key:spawnLocation value:table
Resolving key:type value:archery_range
Resolving key:entity_id value:table
**Resolving table ref 2010
Resolving key:available_at value:[1041.500000]
Resolving key:spawnLocation value:table
Resolving key:type value:barracks
Resolving key:entity_id value:table
**Resolving table ref 2011
Resolving key:numSquads value:[1]
Resolving key:type value:scar_spearman
**Resolving table ref 2012
Resolving key:numSquads value:[1]
Resolving key:type value:scar_archer
**Resolving table ref 2013
Resolving key:numSquads value:[1]
Resolving key:type value:scar_manatarms
**Resolving table ref 2014
Resolving key:numSquads value:[1]
Resolving key:type value:scar_crossbowman
**Resolving table ref 2015
Resolving key:available_at value:[-1]
Resolving key:spawnLocation value:table
Resolving key:type value:stable
Resolving key:entity_id value:table
**Resolving table ref 2016
Resolving key:available_at value:[-1]
Resolving key:spawnLocation value:table
Resolving key:type value:town_center
Resolving key:entity_id value:table
**Resolving table ref 2017
Resolving key:available_at value:[1039.500000]
Resolving key:spawnLocation value:table
Resolving key:type value:archery_range
Resolving key:entity_id value:table
**Resolving table ref 2018
Resolving key:available_at value:[1041.500000]
Resolving key:spawnLocation value:table
Resolving key:type value:barracks
Resolving key:entity_id value:table
**Resolving table ref 2019
Resolving key:numSquads value:[1]
Resolving key:type value:scar_spearman
**Resolving table ref 2020
Resolving key:numSquads value:[1]
Resolving key:type value:scar_archer
**Resolving table ref 2021
Resolving key:numSquads value:[1]
Resolving key:type value:scar_manatarms
**Resolving table ref 2022
Resolving key:numSquads value:[1]
Resolving key:type value:scar_crossbowman
**Resolving table ref 2023
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[134522]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2024
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[195982]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2025
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[131384]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2026
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[137266]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2027
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[133008]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2028
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[106553]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2029
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[129267]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2030
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[199703]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2031
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[186603]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2032
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[186624]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2033
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[187558]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2034
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[136150]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2035
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[182910]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2036
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[2058393]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2037
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[205592]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2038
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[187855]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2039
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[2039321]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2040
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[221744]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2041
Resolving key:PropertyBagGroupModPackID value:[0]
Resolving key:PropertyBagGroupID value:[205674]
Resolving key:PropertyBagGroupType value:[2228224]
**Resolving table ref 2042
**Resolving table ref 2043
Resolving key:UpdateGoalData value:table
Resolving key:SetupSkirmishAI value:table
Resolving key:EnableOnSnipedCallback value:table
Resolving key:_BaseCreate value:table
Resolving key:Create value:table
Resolving key:UpdateSetupLocationOverrides value:table
Resolving key:SetOnSnipedCallback value:table
Resolving key:RelocateGoal value:table
Resolving key:DisableOnSnipedCallback value:table
Resolving key:_BaseSetupSkirmishAI value:table
Resolving key:UpdateResourceGuidance value:table
Resolving key:TriggerGoal value:table
Resolving key:OnSuccess value:table
Resolving key:OnTransition value:table
Resolving key:ResetGoalRelocation value:table
Resolving key:_BaseUpdateGoalData value:table
Resolving key:__InitializeGoalDataDefaults value:table
Resolving key:OnCanceled value:table
Resolving key:HasGoalTriggered value:table
Resolving key:OnFailure value:table
Resolving key:SetupEncounterSkirmishAI value:table
Resolving key:CreateSkirmishAI value:table
**Resolving table ref 2044
Resolving key:modifyGoalData value:table
Resolving key:initialized value:[true]
Resolving key:defaultGoalData value:table
Resolving key:overrideGoalData value:table
**Resolving table ref 2045
Resolving key:UpdateGoalData value:table
Resolving key:SetupSkirmishAI value:table
Resolving key:EnableOnSnipedCallback value:table
Resolving key:_BaseCreate value:table
Resolving key:Create value:table
Resolving key:UpdateSetupLocationOverrides value:table
Resolving key:SetOnSnipedCallback value:table
Resolving key:RelocateGoal value:table
Resolving key:DisableOnSnipedCallback value:table
Resolving key:_BaseSetupSkirmishAI value:table
Resolving key:UpdateResourceGuidance value:table
Resolving key:TriggerGoal value:table
Resolving key:OnSuccess value:table
Resolving key:OnTransition value:table
Resolving key:ResetGoalRelocation value:table
Resolving key:_BaseUpdateGoalData value:table
Resolving key:__InitializeGoalDataDefaults value:table
Resolving key:_UpdateResourceGuidance value:table
Resolving key:OnCanceled value:table
Resolving key:HasGoalTriggered value:table
Resolving key:OnFailure value:table
Resolving key:SetupEncounterSkirmishAI value:table
Resolving key:CreateSkirmishAI value:table
**Resolving table ref 2046
**Resolving table ref 2047
**Resolving table ref 2048
Resolving key:UpdateGoalData value:table
Resolving key:SetupSkirmishAI value:table
Resolving key:EnableOnSnipedCallback value:table
Resolving key:_BaseCreate value:table
Resolving key:Create value:table
Resolving key:UpdateSetupLocationOverrides value:table
Resolving key:SetOnSnipedCallback value:table
Resolving key:RelocateGoal value:table
Resolving key:DisableOnSnipedCallback value:table
Resolving key:_BaseSetupSkirmishAI value:table
Resolving key:UpdateResourceGuidance value:table
Resolving key:TriggerGoal value:table
Resolving key:OnSuccess value:table
Resolving key:OnTransition value:table
Resolving key:ResetGoalRelocation value:table
Resolving key:_BaseUpdateGoalData value:table
Resolving key:__InitializeGoalDataDefaults value:table
Resolving key:OnCanceled value:table
Resolving key:HasGoalTriggered value:table
Resolving key:OnFailure value:table
Resolving key:SetupEncounterSkirmishAI value:table
Resolving key:CreateSkirmishAI value:table
**Resolving table ref 2049
Resolving key:UpdateGoalData value:table
Resolving key:SetupSkirmishAI value:table
Resolving key:EnableOnSnipedCallback value:table
Resolving key:Create value:table
Resolving key:UpdateSetupLocationOverrides value:table
Resolving key:SetOnSnipedCallback value:table
Resolving key:RelocateGoal value:table
Resolving key:DisableOnSnipedCallback value:table
Resolving key:UpdateResourceGuidance value:table
Resolving key:TriggerGoal value:table
Resolving key:OnSuccess value:table
Resolving key:OnTransition value:table
Resolving key:ResetGoalRelocation value:table
Resolving key:OnCanceled value:table
Resolving key:HasGoalTriggered value:table
Resolving key:OnFailure value:table
Resolving key:SetupEncounterSkirmishAI value:table
Resolving key:__InitializeGoalDataDefaults value:table
**Resolving table ref 2050
**Resolving table ref 2051
Resolving key:UpdateGoalData value:table
Resolving key:SetupSkirmishAI value:table
Resolving key:EnableOnSnipedCallback value:table
Resolving key:_BaseCreate value:table
Resolving key:Create value:table
Resolving key:UpdateSetupLocationOverrides value:table
Resolving key:SetOnSnipedCallback value:table
Resolving key:RelocateGoal value:table
Resolving key:DisableOnSnipedCallback value:table
Resolving key:_BaseSetupSkirmishAI value:table
Resolving key:UpdateResourceGuidance value:table
Resolving key:TriggerGoal value:table
Resolving key:OnSuccess value:table
Resolving key:OnTransition value:table
Resolving key:ResetGoalRelocation value:table
Resolving key:_BaseUpdateGoalData value:table
Resolving key:__InitializeGoalDataDefaults value:table
Resolving key:OnCanceled value:table
Resolving key:HasGoalTriggered value:table
Resolving key:OnFailure value:table
Resolving key:SetupEncounterSkirmishAI value:table
Resolving key:CreateSkirmishAI value:table
**Resolving table ref 2052
Resolving key:UpdateGoalData value:table
Resolving key:SetupSkirmishAI value:table
Resolving key:EnableOnSnipedCallback value:table
Resolving key:_BaseCreate value:table
Resolving key:Create value:table
Resolving key:UpdateSetupLocationOverrides value:table
Resolving key:SetOnSnipedCallback value:table
Resolving key:RelocateGoal value:table
Resolving key:DisableOnSnipedCallback value:table
Resolving key:_BaseSetupSkirmishAI value:table
Resolving key:UpdateResourceGuidance value:table
Resolving key:TriggerGoal value:table
Resolving key:OnSuccess value:table
Resolving key:OnTransition value:table
Resolving key:ResetGoalRelocation value:table
Resolving key:_BaseUpdateGoalData value:table
Resolving key:__InitializeGoalDataDefaults value:table
Resolving key:_UpdateResourceGuidance value:table
Resolving key:OnCanceled value:table
Resolving key:HasGoalTriggered value:table
Resolving key:OnFailure value:table
Resolving key:SetupEncounterSkirmishAI value:table
Resolving key:CreateSkirmishAI value:table
**Resolving table ref 2053
**Resolving table ref 2054
Resolving key:UpdateGoalData value:table
Resolving key:SetupSkirmishAI value:table
Resolving key:EnableOnSnipedCallback value:table
Resolving key:_BaseCreate value:table
Resolving key:Create value:table
Resolving key:UpdateSetupLocationOverrides value:table
Resolving key:SetOnSnipedCallback value:table
Resolving key:RelocateGoal value:table
Resolving key:DisableOnSnipedCallback value:table
Resolving key:_BaseSetupSkirmishAI value:table
Resolving key:UpdateResourceGuidance value:table
Resolving key:TriggerGoal value:table
Resolving key:OnSuccess value:table
Resolving key:OnTransition value:table
Resolving key:ResetGoalRelocation value:table
Resolving key:_BaseUpdateGoalData value:table
Resolving key:__InitializeGoalDataDefaults value:table
Resolving key:_UpdateResourceGuidance value:table
Resolving key:OnCanceled value:table
Resolving key:HasGoalTriggered value:table
Resolving key:OnFailure value:table
Resolving key:SetupEncounterSkirmishAI value:table
Resolving key:CreateSkirmishAI value:table
**Resolving table ref 2055
**Resolving table ref 2056
Resolving key:UpdateGoalData value:table
Resolving key:SetupSkirmishAI value:table
Resolving key:EnableOnSnipedCallback value:table
Resolving key:_BaseCreate value:table
Resolving key:Create value:table
Resolving key:UpdateSetupLocationOverrides value:table
Resolving key:SetOnSnipedCallback value:table
Resolving key:RelocateGoal value:table
Resolving key:DisableOnSnipedCallback value:table
Resolving key:_BaseSetupSkirmishAI value:table
Resolving key:UpdateResourceGuidance value:table
Resolving key:TriggerGoal value:table
Resolving key:OnSuccess value:table
Resolving key:OnTransition value:table
Resolving key:ResetGoalRelocation value:table
Resolving key:_BaseUpdateGoalData value:table
Resolving key:__InitializeGoalDataDefaults value:table
Resolving key:OnCanceled value:table
Resolving key:HasGoalTriggered value:table
Resolving key:OnFailure value:table
Resolving key:SetupEncounterSkirmishAI value:table
Resolving key:CreateSkirmishAI value:table
**Resolving table ref 2057
**Resolving table ref 2058
**Resolving table ref 2059
Resolving key:[1] value:table
**Resolving table ref 2060
**Resolving table ref 2061
**Resolving table ref 2062
Resolving key:location value:[11160676]
Resolving key:date value:[11160677]
Resolving key:icon value:icons/campaign/campaign_moscow_state_to_empire
**Resolving table ref 2063
Resolving key:colg value:[0.792160]
Resolving key:name value:mrkr_mkr_home_1d13df75df0c4720946d4c8b4a32fd0d
Resolving key:posy value:[10.828830]
Resolving key:rad value:[80.000000]
Resolving key:dirx value:[1.000000]
Resolving key:diry value:[0.000000]
Resolving key:posz value:[13.907190]
Resolving key:colr value:[0.858820]
Resolving key:displayname value:
Resolving key:colb value:[0.094120]
Resolving key:dirz value:[0.000000]
Resolving key:posx value:[-115.471230]
**Resolving table ref 2064
Resolving key:colg value:[0.203920]
Resolving key:name value:mrkr_mkr_flee_backup_6b6e8a3876934da295360d33e9763695
Resolving key:posy value:[0.000000]
Resolving key:rad value:[0.000000]
Resolving key:dirx value:[1.000000]
Resolving key:diry value:[0.000000]
Resolving key:posz value:[0.000000]
Resolving key:colr value:[0.929410]
Resolving key:displayname value:
Resolving key:colb value:[0.815690]
Resolving key:dirz value:[0.000000]
Resolving key:posx value:[0.000000]
**Resolving table ref 2065
Resolving key:colg value:[0.141180]
Resolving key:name value:mrkr_mkr_flee_c7c2a8c0c11446af948fb8c671782ae6
Resolving key:posy value:[0.000000]
Resolving key:rad value:[20.000000]
Resolving key:dirx value:[1.000000]
Resolving key:diry value:[0.000000]
Resolving key:posz value:[199.668400]
Resolving key:colr value:[0.137250]
Resolving key:displayname value:
Resolving key:colb value:[0.301960]
Resolving key:dirz value:[0.000000]
Resolving key:posx value:[-247.104690]
**Resolving table ref 2066
**Resolving table ref 2067
Resolving key:[1] value:table
**Resolving table ref 2068
**Resolving table ref 2069
Resolving key:[1] value:table
Resolving key:[2] value:table
**Resolving table ref 2070
**Resolving table ref 2071
Resolving key:[1] value:table
Resolving key:[2] value:table
**Resolving table ref 2072
**Resolving table ref 2073
Resolving key:[1] value:table
**Resolving table ref 2074
**Resolving table ref 2075
Resolving key:[1] value:table
Resolving key:[2] value:table
**Resolving table ref 2076
**Resolving table ref 2077
Resolving key:[1] value:table
**Resolving table ref 2078
**Resolving table ref 2079
Resolving key:[1] value:table
Resolving key:[2] value:table
**Resolving table ref 2081
Resolving key:SGroupID value:[78]
**Resolving table ref 2082
Resolving key:monitorRuleID value:[14]
Resolving key:isCapturable value:[false]
Resolving key:hasBeenRazed value:[false]
Resolving key:hasBeenKilled value:[false]
Resolving key:hasBeenCaptured value:[false]
**Resolving table ref 2083
Resolving key:SGroupID value:[77]
**Resolving table ref 2084
Resolving key:z value:[32.000000]
Resolving key:x value:[-92.000000]
Resolving key:y value:[10.035559]
**Resolving table ref 2085
Resolving key:EGroupID value:[36]
**Resolving table ref 2086
Resolving key:z value:[0.000000]
Resolving key:x value:[1.000000]
Resolving key:y value:[0.000000]
**Resolving table ref 2087
Resolving key:[1] value:table
**Resolving table ref 2088
Resolving key:poolSGroup value:table
Resolving key:currentRequests value:table
**Resolving table ref 2089
Resolving key:khan value:table
Resolving key:cavalry_light value:table
Resolving key:cavalry_armored value:table
**Resolving table ref 2090
Resolving key:scar_horsearcher value:table
Resolving key:scar_crossbowman value:table
Resolving key:scar_villager value:table
Resolving key:scar_war_galley value:table
Resolving key:scar_monk value:table
Resolving key:scar_transport_ship value:table
Resolving key:scar_mangonel value:table
Resolving key:scar_trade_cart value:table
Resolving key:scar_warship value:table
Resolving key:scar_scout_ship value:table
Resolving key:scar_culverin value:table
Resolving key:scar_camel_rider value:table
Resolving key:scar_horseman value:table
Resolving key:scar_shield_villager value:table
Resolving key:scar_repeater_crossbow value:table
Resolving key:scar_archer value:table
Resolving key:scar_camel_archer value:table
Resolving key:scar_springald value:table
Resolving key:scar_war_elephant value:table
Resolving key:scar_siege_tower value:table
Resolving key:scar_trebuchet_cw value:table
Resolving key:scar_trebuchet_traction value:table
Resolving key:scar_combat_ship value:table
Resolving key:scar_manatarms value:table
Resolving key:scar_scout value:table
Resolving key:scar_fishing_ship value:table
Resolving key:scar_knight value:table
Resolving key:scar_armed_villager value:table
Resolving key:scar_ribauldequin value:table
Resolving key:scar_handcannon value:table
Resolving key:scar_ram value:table
Resolving key:scar_spearman value:table
Resolving key:scar_trade_ship value:table
Resolving key:scar_fire_ship value:table
Resolving key:scar_bombard value:table
Resolving key:scar_mehter value:table
**Resolving table ref 2091
Resolving key:khan value:table
Resolving key:cavalry_light value:table
Resolving key:cavalry_armored value:table
**Resolving table ref 2092
Resolving key:scar_horsearcher value:table
Resolving key:scar_crossbowman value:table
Resolving key:scar_villager value:table
Resolving key:scar_war_galley value:table
Resolving key:scar_monk value:table
Resolving key:scar_transport_ship value:table
Resolving key:scar_mangonel value:table
Resolving key:scar_trade_cart value:table
Resolving key:scar_warship value:table
Resolving key:scar_scout_ship value:table
Resolving key:scar_culverin value:table
Resolving key:scar_camel_rider value:table
Resolving key:scar_horseman value:table
Resolving key:scar_shield_villager value:table
Resolving key:scar_repeater_crossbow value:table
Resolving key:scar_archer value:table
Resolving key:scar_camel_archer value:table
Resolving key:scar_springald value:table
Resolving key:scar_war_elephant value:table
Resolving key:scar_siege_tower value:table
Resolving key:scar_trebuchet_cw value:table
Resolving key:scar_trebuchet_traction value:table
Resolving key:scar_combat_ship value:table
Resolving key:scar_manatarms value:table
Resolving key:scar_scout value:table
Resolving key:scar_fishing_ship value:table
Resolving key:scar_knight value:table
Resolving key:scar_armed_villager value:table
Resolving key:scar_ribauldequin value:table
Resolving key:scar_handcannon value:table
Resolving key:scar_ram value:table
Resolving key:scar_spearman value:table
Resolving key:scar_trade_ship value:table
Resolving key:scar_fire_ship value:table
Resolving key:scar_bombard value:table
Resolving key:scar_mehter value:table
**Resolving table ref 2093
Resolving key:khan value:table
Resolving key:cavalry_light value:table
Resolving key:cavalry_armored value:table
**Resolving table ref 2094
Resolving key:scar_horsearcher value:table
Resolving key:scar_crossbowman value:table
Resolving key:scar_villager value:table
Resolving key:scar_war_galley value:table
Resolving key:scar_monk value:table
Resolving key:scar_transport_ship value:table
Resolving key:scar_mangonel value:table
Resolving key:scar_trade_cart value:table
Resolving key:scar_warship value:table
Resolving key:scar_scout_ship value:table
Resolving key:scar_culverin value:table
Resolving key:scar_camel_rider value:table
Resolving key:scar_horseman value:table
Resolving key:scar_shield_villager value:table
Resolving key:scar_repeater_crossbow value:table
Resolving key:scar_archer value:table
Resolving key:scar_camel_archer value:table
Resolving key:scar_springald value:table
Resolving key:scar_war_elephant value:table
Resolving key:scar_siege_tower value:table
Resolving key:scar_trebuchet_cw value:table
Resolving key:scar_trebuchet_traction value:table
Resolving key:scar_combat_ship value:table
Resolving key:scar_manatarms value:table
Resolving key:scar_scout value:table
Resolving key:scar_fishing_ship value:table
Resolving key:scar_knight value:table
Resolving key:scar_armed_villager value:table
Resolving key:scar_ribauldequin value:table
Resolving key:scar_handcannon value:table
Resolving key:scar_ram value:table
Resolving key:scar_spearman value:table
Resolving key:scar_trade_ship value:table
Resolving key:scar_fire_ship value:table
Resolving key:scar_bombard value:table
Resolving key:scar_mehter value:table
**Resolving table ref 2095
Resolving key:khan value:table
Resolving key:cavalry_light value:table
Resolving key:cavalry_armored value:table
**Resolving table ref 2096
Resolving key:scar_horsearcher value:table
Resolving key:scar_crossbowman value:table
Resolving key:scar_villager value:table
Resolving key:scar_war_galley value:table
Resolving key:scar_monk value:table
Resolving key:scar_transport_ship value:table
Resolving key:scar_mangonel value:table
Resolving key:scar_trade_cart value:table
Resolving key:scar_warship value:table
Resolving key:scar_scout_ship value:table
Resolving key:scar_culverin value:table
Resolving key:scar_camel_rider value:table
Resolving key:scar_horseman value:table
Resolving key:scar_shield_villager value:table
Resolving key:scar_repeater_crossbow value:table
Resolving key:scar_archer value:table
Resolving key:scar_camel_archer value:table
Resolving key:scar_springald value:table
Resolving key:scar_war_elephant value:table
Resolving key:scar_siege_tower value:table
Resolving key:scar_trebuchet_cw value:table
Resolving key:scar_trebuchet_traction value:table
Resolving key:scar_combat_ship value:table
Resolving key:scar_manatarms value:table
Resolving key:scar_scout value:table
Resolving key:scar_fishing_ship value:table
Resolving key:scar_knight value:table
Resolving key:scar_armed_villager value:table
Resolving key:scar_ribauldequin value:table
Resolving key:scar_handcannon value:table
Resolving key:scar_ram value:table
Resolving key:scar_spearman value:table
Resolving key:scar_trade_ship value:table
Resolving key:scar_fire_ship value:table
Resolving key:scar_bombard value:table
Resolving key:scar_mehter value:table
**Resolving table ref 2097
Resolving key:khan value:table
Resolving key:cavalry_light value:table
Resolving key:cavalry_armored value:table
**Resolving table ref 2098
Resolving key:scar_horsearcher value:table
Resolving key:scar_crossbowman value:table
Resolving key:scar_villager value:table
Resolving key:scar_war_galley value:table
Resolving key:scar_monk value:table
